Date,Time,Country,League,Home,Away,Odd_H,Odd_D,Odd_A
13.01.2025,14:00,ISRAEL,LEUMIT LEAGUE - ROUND 18,Hapoel Kfar Shalem,Nof Hagalil,2.1,3.3,3.4
13.01.2025,14:00,ISRAEL,LEUMIT LEAGUE - ROUND 18,Hapoel Umm al-Fahm,H. Raanana,2.1,3.3,3.4
13.01.2025,14:00,ISRAEL,LEUMIT LEAGUE - ROUND 18,Hapoel Kfar Saba,Hapoel Afula,2.1,3.3,3.4
13.01.2025,14:00,TURKEY,1. LIG - ROUND 19,Manisa FK,Umraniyespor,1.95,3.4,3.7
13.01.2025,14:00,TURKEY,SUPER LIG - ROUND 19,Konyaspor,Fenerbahce,5.75,4.33,1.5
13.01.2025,14:15,WORLD,FRIENDLY INTERNATIONAL,Burkina Faso,Zanzibar,1.95,3.4,3.7
13.01.2025,14:30,CYPRUS,CYPRUS LEAGUE - ROUND 18,Anorthosis,Achnas,1.9,3.5,4.1
13.01.2025,15:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,America MG U20,Fortaleza U20,1.9,3.5,4.1
13.01.2025,15:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,CA Juventus U20,Vasco U20,1.9,3.5,4.1
13.01.2025,15:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Ituano U20,Sfera U20,1.9,3.5,4.1
13.01.2025,15:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Santo Andre U20,Vila Nova FC U20,1.9,3.5,4.1
13.01.2025,15:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Zumbi U20,Uniao Suzano U20,1.9,3.5,4.1
13.01.2025,16:00,NETHERLANDS,EERSTE DIVISIE - ROUND 21,Jong AZ,Jong Ajax,2.1,3.8,2.75
13.01.2025,16:00,ENGLAND,PREMIER LEAGUE CUP,Sunderland U21,Huddersfield U21,1.31,5.75,9.0
13.01.2025,16:30,ENGLAND,FA CUP - 1/32-FINALS,Millwall,Dag & Red,1.31,5.75,9.0
13.01.2025,16:30,ITALY,SERIE C - GROUP C - ROUND 22,Audace Cerignola,Avellino,1.85,3.3,4.33
13.01.2025,16:30,ITALY,SERIE C - GROUP C - ROUND 22,Cavese,Giugliano,1.85,3.3,4.33
13.01.2025,16:30,SPAIN,LALIGA2 - ROUND 22,Eldense,Eibar,2.5,2.85,2.9
13.01.2025,16:30,ITALY,SERIE B - ROUND 21,Pisa,Carrarese,1.85,3.3,4.33
13.01.2025,16:30,ITALY,SERIE C - GROUP C - ROUND 22,Monopoli,Foggia,1.85,3.3,4.33
13.01.2025,16:45,ITALY,SERIE A - ROUND 20,Monza,Fiorentina,4.0,3.5,1.9
13.01.2025,17:00,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Osasco Audax U20,Votoraty U20,1.9,3.5,4.1
13.01.2025,17:00,GIBRALTAR,NATIONAL LEAGUE - ROUND 18,Mons Calpe,Glacis United,1.31,5.75,9.0
13.01.2025,17:00,SPAIN,LALIGA - ROUND 19,Real Sociedad,Villarreal,1.9,3.5,4.1
13.01.2025,17:30,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Falcon U20,Corinthians U20,1.9,3.5,4.1
13.01.2025,19:00,JAMAICA,PREMIER LEAGUE - ROUND 17,Racing United,Mount Pleasant,1.85,3.3,4.33
13.01.2025,19:30,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Novorizontino U20,Athletico-PR U20,1.9,3.5,4.1
13.01.2025,19:30,BRAZIL,COPINHA - PLAY OFFS - 1/32-FINALS,Palmeiras U20,Referencia U20,1.9,3.5,4.1
13.01.2025,20:00,SOUTH AMERICA,SERIE RIO DE LA PLATA,Defensa y Justicia,Racing Montevideo,7.0,4.5,1.33
13.01.2025,20:01,ANTIGUA & BARBUDA,ABFA PREMIER LEAGUE - ROUND 13,John Hughes,Green City,1.9,3.5,4.1
13.01.2025,21:00,ANTIGUA & BARBUDA,ABFA PREMIER LEAGUE - ROUND 13,All Saints Utd.,Grenades,1.9,3.5,4.1
13.01.2025,22:00,SOUTH AMERICA,SERIE RIO DE LA PLATA,Penarol,Colo Colo,7.0,4.5,1.33
13.01.2025,22:00,MEXICO,LIGA MX - CLAUSURA - ROUND 1,Monterrey,Puebla,1.31,5.25,8.75
